season,year,medal,country_code,country,games,sport,event_gender,event_name
Summer,1896,Gold,USA,United States,1896 Athens,Athletics,Men's,100m
Summer,1896,Silver,GER,Germany,1896 Athens,Athletics,Men's,100m
Summer,1896,Bronze,HUN,Hungary,1896 Athens,Athletics,Men's,100m
Summer,1896,Bronze,USA,United States,1896 Athens,Athletics,Men's,100m
Summer,1896,Gold,USA,United States,1896 Athens,Athletics,Men's,400m
Summer,1896,Silver,USA,United States,1896 Athens,Athletics,Men's,400m
Summer,1896,Bronze,GBR,Great Britain,1896 Athens,Athletics,Men's,400m
Summer,1896,Gold,AUS,Australia,1896 Athens,Athletics,Men's,800m
Summer,1896,Silver,HUN,Hungary,1896 Athens,Athletics,Men's,800m
Summer,1896,Bronze,GRE,Greece,1896 Athens,Athletics,Men's,800m
Summer,1896,Gold,AUS,Australia,1896 Athens,Athletics,Men's,1500m
Summer,1896,Silver,USA,United States,1896 Athens,Athletics,Men's,1500m
Summer,1896,Bronze,FRA,France,1896 Athens,Athletics,Men's,1500m
Summer,1896,Gold,GRE,Greece,1896 Athens,Athletics,Men's,marathon
Summer,1896,Silver,GRE,Greece,1896 Athens,Athletics,Men's,marathon
Summer,1896,Bronze,HUN,Hungary,1896 Athens,Athletics,Men's,marathon
Summer,1896,Gold,USA,United States,1896 Athens,Athletics,Men's,110m hurdles
Summer,1896,Silver,GBR,Great Britain,1896 Athens,Athletics,Men's,110m hurdles
Summer,1896,Gold,USA,United States,1896 Athens,Athletics,Men's,long jump
Summer,1896,Silver,USA,United States,1896 Athens,Athletics,Men's,long jump
Summer,1896,Bronze,USA,United States,1896 Athens,Athletics,Men's,long jump
Summer,1896,Gold,USA,United States,1896 Athens,Athletics,Men's,triple jump
Summer,1896,Silver,FRA,France,1896 Athens,Athletics,Men's,triple jump
Summer,1896,Bronze,GRE,Greece,1896 Athens,Athletics,Men's,triple jump
Summer,1896,Gold,USA,United States,1896 Athens,Athletics,Men's,high jump
Summer,1896,Silver,USA,United States,1896 Athens,Athletics,Men's,high jump
Summer,1896,Silver,USA,United States,1896 Athens,Athletics,Men's,high jump
Summer,1896,Gold,USA,United States,1896 Athens,Athletics,Men's,pole vault
Summer,1896,Silver,USA,United States,1896 Athens,Athletics,Men's,pole vault
Summer,1896,Bronze,GRE,Greece,1896 Athens,Athletics,Men's,pole vault
Summer,1896,Bronze,GRE,Greece,1896 Athens,Athletics,Men's,pole vault
Summer,1896,Gold,USA,United States,1896 Athens,Athletics,Men's,shot put
Summer,1896,Silver,GRE,Greece,1896 Athens,Athletics,Men's,shot put
Summer,1896,Bronze,GRE,Greece,1896 Athens,Athletics,Men's,shot put
Summer,1896,Gold,USA,United States,1896 Athens,Athletics,Men's,discus throw
Summer,1896,Silver,GRE,Greece,1896 Athens,Athletics,Men's,discus throw
Summer,1896,Bronze,GRE,Greece,1896 Athens,Athletics,Men's,discus throw
Summer,1896,Gold,GRE,Greece,1896 Athens,Cycling Road,Men's,individual road race
Summer,1896,Silver,GER,Germany,1896 Athens,Cycling Road,Men's,individual road race
Summer,1896,Bronze,GBR,Great Britain,1896 Athens,Cycling Road,Men's,individual road race
Summer,1896,Gold,FRA,France,1896 Athens,Cycling Track,Men's,sprint individual
Summer,1896,Silver,GRE,Greece,1896 Athens,Cycling Track,Men's,sprint individual
Summer,1896,Bronze,FRA,France,1896 Athens,Cycling Track,Men's,sprint individual
Summer,1896,Gold,FRA,France,1896 Athens,Cycling Track,Men's,1/3km time trial
Summer,1896,Silver,GRE,Greece,1896 Athens,Cycling Track,Men's,1/3km time trial
Summer,1896,Bronze,AUT,Austria,1896 Athens,Cycling Track,Men's,1/3km time trial
Summer,1896,Gold,FRA,France,1896 Athens,Cycling Track,Men's,10km
Summer,1896,Silver,FRA,France,1896 Athens,Cycling Track,Men's,10km
Summer,1896,Bronze,AUT,Austria,1896 Athens,Cycling Track,Men's,10km
Summer,1896,Gold,FRA,France,1896 Athens,Cycling Track,Men's,100km
Summer,1896,Silver,GRE,Greece,1896 Athens,Cycling Track,Men's,100km
Summer,1896,Gold,AUT,Austria,1896 Athens,Cycling Track,Men's,12-hour race
Summer,1896,Silver,GBR,Great Britain,1896 Athens,Cycling Track,Men's,12-hour race
Summer,1896,Gold,FRA,France,1896 Athens,Fencing,Men's,foil individual
Summer,1896,Silver,FRA,France,1896 Athens,Fencing,Men's,foil individual
Summer,1896,Bronze,GRE,Greece,1896 Athens,Fencing,Men's,foil individual
Summer,1896,Bronze,GRE,Greece,1896 Athens,Fencing,Men's,foil individual
Summer,1896,Gold,GRE,Greece,1896 Athens,Fencing,Men's,"foil, masters"
Summer,1896,Silver,FRA,France,1896 Athens,Fencing,Men's,"foil, masters"
Summer,1896,Gold,GRE,Greece,1896 Athens,Fencing,Men's,sabre individual
Summer,1896,Silver,GRE,Greece,1896 Athens,Fencing,Men's,sabre individual
Summer,1896,Bronze,DEN,Denmark,1896 Athens,Fencing,Men's,sabre individual
Summer,1896,Gold,GER,Germany,1896 Athens,Gymnastics Artistic,Men's,"team, parallel bars"
Summer,1896,Silver,GRE,Greece,1896 Athens,Gymnastics Artistic,Men's,"team, parallel bars"
Summer,1896,Bronze,GRE,Greece,1896 Athens,Gymnastics Artistic,Men's,"team, parallel bars"
Summer,1896,Gold,GER,Germany,1896 Athens,Gymnastics Artistic,Men's,"team, horizontal bar"
Summer,1896,Gold,GER,Germany,1896 Athens,Gymnastics Artistic,Men's,parallel bars
Summer,1896,Silver,SUI,Switzerland,1896 Athens,Gymnastics Artistic,Men's,parallel bars
Summer,1896,Gold,GER,Germany,1896 Athens,Gymnastics Artistic,Men's,horizontal bar
Summer,1896,Silver,GER,Germany,1896 Athens,Gymnastics Artistic,Men's,horizontal bar
Summer,1896,Gold,GER,Germany,1896 Athens,Gymnastics Artistic,Men's,vault
Summer,1896,Silver,SUI,Switzerland,1896 Athens,Gymnastics Artistic,Men's,vault
Summer,1896,Bronze,GER,Germany,1896 Athens,Gymnastics Artistic,Men's,vault
Summer,1896,Gold,GRE,Greece,1896 Athens,Gymnastics Artistic,Men's,rings
Summer,1896,Silver,GER,Germany,1896 Athens,Gymnastics Artistic,Men's,rings
Summer,1896,Bronze,GRE,Greece,1896 Athens,Gymnastics Artistic,Men's,rings
Summer,1896,Gold,SUI,Switzerland,1896 Athens,Gymnastics Artistic,Men's,pommel horse
Summer,1896,Silver,GER,Germany,1896 Athens,Gymnastics Artistic,Men's,pommel horse
Summer,1896,Gold,GRE,Greece,1896 Athens,Gymnastics Artistic,Men's,rope climbing
Summer,1896,Silver,GRE,Greece,1896 Athens,Gymnastics Artistic,Men's,rope climbing
Summer,1896,Bronze,GER,Germany,1896 Athens,Gymnastics Artistic,Men's,rope climbing
Summer,1896,Gold,USA,United States,1896 Athens,Shooting,Men's,25m army pistol
Summer,1896,Silver,USA,United States,1896 Athens,Shooting,Men's,25m army pistol
Summer,1896,Bronze,GRE,Greece,1896 Athens,Shooting,Men's,25m army pistol
Summer,1896,Gold,GRE,Greece,1896 Athens,Shooting,Men's,25m rapid fire pistol
Summer,1896,Silver,GRE,Greece,1896 Athens,Shooting,Men's,25m rapid fire pistol
Summer,1896,Bronze,DEN,Denmark,1896 Athens,Shooting,Men's,25m rapid fire pistol
Summer,1896,Gold,USA,United States,1896 Athens,Shooting,Men's,50m pistol
Summer,1896,Silver,DEN,Denmark,1896 Athens,Shooting,Men's,50m pistol
Summer,1896,Bronze,GRE,Greece,1896 Athens,Shooting,Men's,50m pistol
Summer,1896,Gold,GRE,Greece,1896 Athens,Shooting,Men's,"army rifle, 200m"
Summer,1896,Silver,GRE,Greece,1896 Athens,Shooting,Men's,"army rifle, 200m"
Summer,1896,Bronze,GRE,Greece,1896 Athens,Shooting,Men's,"army rifle, 200m"
Summer,1896,Gold,GRE,Greece,1896 Athens,Shooting,Men's,"army rifle, 300m"
Summer,1896,Silver,GRE,Greece,1896 Athens,Shooting,Men's,"army rifle, 300m"
Summer,1896,Bronze,DEN,Denmark,1896 Athens,Shooting,Men's,"army rifle, 300m"
Summer,1896,Gold,HUN,Hungary,1896 Athens,Swimming,Men's,100m freestyle
Summer,1896,Silver,AUT,Austria,1896 Athens,Swimming,Men's,100m freestyle
Summer,1896,Gold,GRE,Greece,1896 Athens,Swimming,Men's,100m freestyle for sailors
Summer,1896,Silver,GRE,Greece,1896 Athens,Swimming,Men's,100m freestyle for sailors
Summer,1896,Bronze,GRE,Greece,1896 Athens,Swimming,Men's,100m freestyle for sailors
Summer,1896,Gold,AUT,Austria,1896 Athens,Swimming,Men's,500m freestyle
Summer,1896,Silver,GRE,Greece,1896 Athens,Swimming,Men's,500m freestyle
Summer,1896,Bronze,GRE,Greece,1896 Athens,Swimming,Men's,500m freestyle
Summer,1896,Gold,HUN,Hungary,1896 Athens,Swimming,Men's,1200m freestyle
Summer,1896,Silver,GRE,Greece,1896 Athens,Swimming,Men's,1200m freestyle
Summer,1896,Gold,GBR,Great Britain,1896 Athens,Tennis,Men's,singles
Summer,1896,Silver,GRE,Greece,1896 Athens,Tennis,Men's,singles
Summer,1896,Bronze,GRE,Greece,1896 Athens,Tennis,Men's,singles
Summer,1896,Bronze,HUN,Hungary,1896 Athens,Tennis,Men's,singles
Summer,1896,Gold,XXB,Mixed Team,1896 Athens,Tennis,Men's,doubles
Summer,1896,Silver,GRE,Greece,1896 Athens,Tennis,Men's,doubles
Summer,1896,Bronze,XXB,Mixed Team,1896 Athens,Tennis,Men's,doubles
Summer,1896,Gold,GBR,Great Britain,1896 Athens,Weightlifting,Men's,heavyweight - one hand lift
Summer,1896,Silver,DEN,Denmark,1896 Athens,Weightlifting,Men's,heavyweight - one hand lift
Summer,1896,Bronze,GRE,Greece,1896 Athens,Weightlifting,Men's,heavyweight - one hand lift
Summer,1896,Gold,DEN,Denmark,1896 Athens,Weightlifting,Men's,heavyweight - two hand lift
Summer,1896,Silver,GBR,Great Britain,1896 Athens,Weightlifting,Men's,heavyweight - two hand lift
Summer,1896,Bronze,GRE,Greece,1896 Athens,Weightlifting,Men's,heavyweight - two hand lift
Summer,1896,Gold,GER,Germany,1896 Athens,Wrestling Greco-Roman,Men's,open event
Summer,1896,Silver,GRE,Greece,1896 Athens,Wrestling Greco-Roman,Men's,open event
Summer,1896,Bronze,GRE,Greece,1896 Athens,Wrestling Greco-Roman,Men's,open event
Summer,1900,Gold,BEL,Belgium,1900 Paris,Archery,Men's,"au chapelet, 33m"
Summer,1900,Silver,FRA,France,1900 Paris,Archery,Men's,"au chapelet, 33m"
Summer,1900,Bronze,FRA,France,1900 Paris,Archery,Men's,"au chapelet, 33m"
Summer,1900,Gold,FRA,France,1900 Paris,Archery,Men's,"au chapelet, 50m"
Summer,1900,Silver,FRA,France,1900 Paris,Archery,Men's,"au chapelet, 50m"
Summer,1900,Bronze,FRA,France,1900 Paris,Archery,Men's,"au chapelet, 50m"
Summer,1900,Gold,BEL,Belgium,1900 Paris,Archery,Men's,"au cordon doré, 33m"
Summer,1900,Silver,FRA,France,1900 Paris,Archery,Men's,"au cordon doré, 33m"
Summer,1900,Bronze,FRA,France,1900 Paris,Archery,Men's,"au cordon doré, 33m"
Summer,1900,Gold,FRA,France,1900 Paris,Archery,Men's,"au cordon doré, 50m"
Summer,1900,Silver,BEL,Belgium,1900 Paris,Archery,Men's,"au cordon doré, 50m"
Summer,1900,Bronze,FRA,France,1900 Paris,Archery,Men's,"au cordon doré, 50m"
Summer,1900,Gold,BEL,Belgium,1900 Paris,Archery,Men's,sur la perche à la herse
Summer,1900,Silver,BEL,Belgium,1900 Paris,Archery,Men's,sur la perche à la herse
Summer,1900,Silver,FRA,France,1900 Paris,Archery,Men's,sur la perche à la herse
Summer,1900,Gold,FRA,France,1900 Paris,Archery,Men's,sur la perche à la pyramide
Summer,1900,Silver,FRA,France,1900 Paris,Archery,Men's,sur la perche à la pyramide
Summer,1900,Bronze,BEL,Belgium,1900 Paris,Archery,Men's,sur la perche à la pyramide
Summer,1900,Gold,FRA,France,1900 Paris,Archery,Men's,Championnat Du Monde
Summer,1900,Silver,BEL,Belgium,1900 Paris,Archery,Men's,Championnat Du Monde
Summer,1900,Gold,USA,United States,1900 Paris,Athletics,Men's,60m
Summer,1900,Silver,USA,United States,1900 Paris,Athletics,Men's,60m
Summer,1900,Bronze,AUS,Australia,1900 Paris,Athletics,Men's,60m
Summer,1900,Gold,USA,United States,1900 Paris,Athletics,Men's,100m
Summer,1900,Silver,USA,United States,1900 Paris,Athletics,Men's,100m
Summer,1900,Bronze,AUS,Australia,1900 Paris,Athletics,Men's,100m
Summer,1900,Gold,USA,United States,1900 Paris,Athletics,Men's,200m
Summer,1900,Silver,IND,India,1900 Paris,Athletics,Men's,200m
Summer,1900,Bronze,AUS,Australia,1900 Paris,Athletics,Men's,200m
Summer,1900,Gold,USA,United States,1900 Paris,Athletics,Men's,400m
Summer,1900,Silver,USA,United States,1900 Paris,Athletics,Men's,400m
Summer,1900,Bronze,DEN,Denmark,1900 Paris,Athletics,Men's,400m
Summer,1900,Gold,GBR,Great Britain,1900 Paris,Athletics,Men's,800m
Summer,1900,Silver,USA,United States,1900 Paris,Athletics,Men's,800m
Summer,1900,Bronze,USA,United States,1900 Paris,Athletics,Men's,800m
Summer,1900,Gold,GBR,Great Britain,1900 Paris,Athletics,Men's,1500m
Summer,1900,Silver,FRA,France,1900 Paris,Athletics,Men's,1500m
Summer,1900,Bronze,USA,United States,1900 Paris,Athletics,Men's,1500m
Summer,1900,Gold,LUX,Luxembourg,1900 Paris,Athletics,Men's,marathon
Summer,1900,Silver,FRA,France,1900 Paris,Athletics,Men's,marathon
Summer,1900,Bronze,SWE,Sweden,1900 Paris,Athletics,Men's,marathon
Summer,1900,Gold,USA,United States,1900 Paris,Athletics,Men's,110m hurdles
Summer,1900,Silver,USA,United States,1900 Paris,Athletics,Men's,110m hurdles
Summer,1900,Bronze,USA,United States,1900 Paris,Athletics,Men's,110m hurdles
Summer,1900,Gold,USA,United States,1900 Paris,Athletics,Men's,200m hurdles
Summer,1900,Silver,IND,India,1900 Paris,Athletics,Men's,200m hurdles
Summer,1900,Bronze,USA,United States,1900 Paris,Athletics,Men's,200m hurdles
Summer,1900,Gold,USA,United States,1900 Paris,Athletics,Men's,400m hurdles
Summer,1900,Silver,FRA,France,1900 Paris,Athletics,Men's,400m hurdles
Summer,1900,Bronze,CAN,Canada,1900 Paris,Athletics,Men's,400m hurdles
Summer,1900,Gold,CAN,Canada,1900 Paris,Athletics,Men's,2500m steeplechase
Summer,1900,Silver,GBR,Great Britain,1900 Paris,Athletics,Men's,2500m steeplechase
Summer,1900,Bronze,FRA,France,1900 Paris,Athletics,Men's,2500m steeplechase
Summer,1900,Gold,GBR,Great Britain,1900 Paris,Athletics,Men's,4000m steeplechase
Summer,1900,Silver,GBR,Great Britain,1900 Paris,Athletics,Men's,4000m steeplechase
Summer,1900,Bronze,GBR,Great Britain,1900 Paris,Athletics,Men's,4000m steeplechase
Summer,1900,Gold,GBR,Great Britain,1900 Paris,Athletics,Men's,5000m team
Summer,1900,Silver,FRA,France,1900 Paris,Athletics,Men's,5000m team
Summer,1900,Gold,USA,United States,1900 Paris,Athletics,Men's,long jump
Summer,1900,Silver,USA,United States,1900 Paris,Athletics,Men's,long jump
Summer,1900,Bronze,GBR,Great Britain,1900 Paris,Athletics,Men's,long jump
Summer,1900,Gold,USA,United States,1900 Paris,Athletics,Men's,"long jump, standing"
Summer,1900,Silver,USA,United States,1900 Paris,Athletics,Men's,"long jump, standing"
Summer,1900,Bronze,FRA,France,1900 Paris,Athletics,Men's,"long jump, standing"
Summer,1900,Gold,USA,United States,1900 Paris,Athletics,Men's,triple jump
Summer,1900,Silver,USA,United States,1900 Paris,Athletics,Men's,triple jump
Summer,1900,Bronze,USA,United States,1900 Paris,Athletics,Men's,triple jump
Summer,1900,Gold,USA,United States,1900 Paris,Athletics,Men's,"triple jump, standing"
Summer,1900,Silver,USA,United States,1900 Paris,Athletics,Men's,"triple jump, standing"
Summer,1900,Bronze,USA,United States,1900 Paris,Athletics,Men's,"triple jump, standing"
Summer,1900,Gold,USA,United States,1900 Paris,Athletics,Men's,high jump
Summer,1900,Silver,GBR,Great Britain,1900 Paris,Athletics,Men's,high jump
Summer,1900,Bronze,HUN,Hungary,1900 Paris,Athletics,Men's,high jump
Summer,1900,Gold,USA,United States,1900 Paris,Athletics,Men's,"high jump, standing"
Summer,1900,Silver,USA,United States,1900 Paris,Athletics,Men's,"high jump, standing"
Summer,1900,Bronze,USA,United States,1900 Paris,Athletics,Men's,"high jump, standing"
Summer,1900,Gold,USA,United States,1900 Paris,Athletics,Men's,pole vault
Summer,1900,Silver,USA,United States,1900 Paris,Athletics,Men's,pole vault
Summer,1900,Bronze,NOR,Norway,1900 Paris,Athletics,Men's,pole vault
Summer,1900,Gold,USA,United States,1900 Paris,Athletics,Men's,shot put
Summer,1900,Silver,USA,United States,1900 Paris,Athletics,Men's,shot put
Summer,1900,Bronze,USA,United States,1900 Paris,Athletics,Men's,shot put
Summer,1900,Gold,HUN,Hungary,1900 Paris,Athletics,Men's,discus throw
Summer,1900,Silver,BOH,Bohemia,1900 Paris,Athletics,Men's,discus throw
Summer,1900,Bronze,USA,United States,1900 Paris,Athletics,Men's,discus throw
Summer,1900,Gold,USA,United States,1900 Paris,Athletics,Men's,hammer throw
Summer,1900,Silver,USA,United States,1900 Paris,Athletics,Men's,hammer throw
Summer,1900,Bronze,USA,United States,1900 Paris,Athletics,Men's,hammer throw
Summer,1900,Gold,FRA,France,1900 Paris,Cycling Track,Men's,sprint individual
Summer,1900,Silver,FRA,France,1900 Paris,Cycling Track,Men's,sprint individual
Summer,1900,Bronze,USA,United States,1900 Paris,Cycling Track,Men's,sprint individual
Summer,1900,Gold,FRA,France,1900 Paris,Cycling Track,Men's,25 kilometres
Summer,1900,Silver,FRA,France,1900 Paris,Cycling Track,Men's,25 kilometres
Summer,1900,Bronze,FRA,France,1900 Paris,Cycling Track,Men's,25 kilometres
Summer,1900,Gold,ITA,Italy,1900 Paris,Cycling Track,Men's,points race
Summer,1900,Silver,GER,Germany,1900 Paris,Cycling Track,Men's,points race
Summer,1900,Bronze,FRA,France,1900 Paris,Cycling Track,Men's,points race
Summer,1900,Gold,BEL,Belgium,1900 Paris,Equestrian Jumping,Mixed,individual
Summer,1900,Silver,BEL,Belgium,1900 Paris,Equestrian Jumping,Mixed,individual
Summer,1900,Bronze,FRA,France,1900 Paris,Equestrian Jumping,Mixed,individual
Summer,1900,Gold,FRA,France,1900 Paris,Equestrian Jumping,Mixed,high jump individual
Summer,1900,Gold,ITA,Italy,1900 Paris,Equestrian Jumping,Mixed,high jump individual
Summer,1900,Bronze,BEL,Belgium,1900 Paris,Equestrian Jumping,Mixed,high jump individual
Summer,1900,Gold,BEL,Belgium,1900 Paris,Equestrian Jumping,Mixed,long jump individual
Summer,1900,Silver,ITA,Italy,1900 Paris,Equestrian Jumping,Mixed,long jump individual
Summer,1900,Bronze,FRA,France,1900 Paris,Equestrian Jumping,Mixed,long jump individual
Summer,1900,Gold,FRA,France,1900 Paris,Equestrian Jumping,Mixed,Hacks and Hunter Combined
Summer,1900,Silver,FRA,France,1900 Paris,Equestrian Jumping,Mixed,Hacks and Hunter Combined
Summer,1900,Bronze,FRA,France,1900 Paris,Equestrian Jumping,Mixed,Hacks and Hunter Combined
Summer,1900,Gold,BEL,Belgium,1900 Paris,Equestrian Jumping,Mixed,Four-in-Hand Mail Coach
Summer,1900,Silver,FRA,France,1900 Paris,Equestrian Jumping,Mixed,Four-in-Hand Mail Coach
Summer,1900,Bronze,FRA,France,1900 Paris,Equestrian Jumping,Mixed,Four-in-Hand Mail Coach
Summer,1900,Gold,CUB,Cuba,1900 Paris,Fencing,Men's,épée individual
Summer,1900,Silver,FRA,France,1900 Paris,Fencing,Men's,épée individual
Summer,1900,Bronze,FRA,France,1900 Paris,Fencing,Men's,épée individual
Summer,1900,Gold,FRA,France,1900 Paris,Fencing,Men's,"épée, amateurs and masters"
Summer,1900,Silver,CUB,Cuba,1900 Paris,Fencing,Men's,"épée, amateurs and masters"
Summer,1900,Bronze,FRA,France,1900 Paris,Fencing,Men's,"épée, amateurs and masters"
Summer,1900,Gold,FRA,France,1900 Paris,Fencing,Men's,"épée, masters"
Summer,1900,Silver,FRA,France,1900 Paris,Fencing,Men's,"épée, masters"
Summer,1900,Bronze,FRA,France,1900 Paris,Fencing,Men's,"épée, masters"
Summer,1900,Gold,FRA,France,1900 Paris,Fencing,Men's,foil individual
Summer,1900,Silver,FRA,France,1900 Paris,Fencing,Men's,foil individual
Summer,1900,Bronze,FRA,France,1900 Paris,Fencing,Men's,foil individual
Summer,1900,Gold,FRA,France,1900 Paris,Fencing,Men's,"foil, masters"
Summer,1900,Silver,FRA,France,1900 Paris,Fencing,Men's,"foil, masters"
Summer,1900,Bronze,FRA,France,1900 Paris,Fencing,Men's,"foil, masters"
Summer,1900,Gold,FRA,France,1900 Paris,Fencing,Men's,sabre individual
Summer,1900,Silver,FRA,France,1900 Paris,Fencing,Men's,sabre individual
Summer,1900,Bronze,AUT,Austria,1900 Paris,Fencing,Men's,sabre individual
Summer,1900,Gold,ITA,Italy,1900 Paris,Fencing,Men's,"sabre, masters"
Summer,1900,Silver,ITA,Italy,1900 Paris,Fencing,Men's,"sabre, masters"
Summer,1900,Bronze,AUT,Austria,1900 Paris,Fencing,Men's,"sabre, masters"
Summer,1900,Gold,GBR,Great Britain,1900 Paris,Football,Men's,football
Summer,1900,Silver,FRA,France,1900 Paris,Football,Men's,football
Summer,1900,Bronze,BEL,Belgium,1900 Paris,Football,Men's,football
Summer,1900,Gold,USA,United States,1900 Paris,Golf,Men's,individual
Summer,1900,Silver,GBR,Great Britain,1900 Paris,Golf,Men's,individual
Summer,1900,Bronze,GBR,Great Britain,1900 Paris,Golf,Men's,individual
Summer,1900,Gold,USA,United States,1900 Paris,Golf,Women's,individual
Summer,1900,Silver,USA,United States,1900 Paris,Golf,Women's,individual
Summer,1900,Bronze,USA,United States,1900 Paris,Golf,Women's,individual
Summer,1900,Gold,FRA,France,1900 Paris,Gymnastics Artistic,Men's,individual all-round
Summer,1900,Silver,FRA,France,1900 Paris,Gymnastics Artistic,Men's,individual all-round
Summer,1900,Bronze,FRA,France,1900 Paris,Gymnastics Artistic,Men's,individual all-round
Summer,1900,Gold,FRA,France,1900 Paris,Rowing,Men's,single sculls (1x)
Summer,1900,Silver,FRA,France,1900 Paris,Rowing,Men's,single sculls (1x)
Summer,1900,Bronze,GBR,Great Britain,1900 Paris,Rowing,Men's,single sculls (1x)
Summer,1900,Gold,NED,Netherlands,1900 Paris,Rowing,Men's,pair-oared shell with coxswain
Summer,1900,Silver,FRA,France,1900 Paris,Rowing,Men's,pair-oared shell with coxswain
Summer,1900,Bronze,FRA,France,1900 Paris,Rowing,Men's,pair-oared shell with coxswain
Summer,1900,Gold,FRA,France,1900 Paris,Rowing,Men's,four-oared shell with coxswain
Summer,1900,Silver,FRA,France,1900 Paris,Rowing,Men's,four-oared shell with coxswain
Summer,1900,Bronze,GER,Germany,1900 Paris,Rowing,Men's,four-oared shell with coxswain
Summer,1900,Gold,GER,Germany,1900 Paris,Rowing,Men's,four-oared shell with coxswain
Summer,1900,Silver,NED,Netherlands,1900 Paris,Rowing,Men's,four-oared shell with coxswain
Summer,1900,Bronze,GER,Germany,1900 Paris,Rowing,Men's,four-oared shell with coxswain
Summer,1900,Gold,USA,United States,1900 Paris,Rowing,Men's,eight with coxswain (8+)
Summer,1900,Silver,BEL,Belgium,1900 Paris,Rowing,Men's,eight with coxswain (8+)
Summer,1900,Bronze,NED,Netherlands,1900 Paris,Rowing,Men's,eight with coxswain (8+)
Summer,1900,Gold,FRA,France,1900 Paris,Rugby,Men's,rugby
Summer,1900,Silver,GER,Germany,1900 Paris,Rugby,Men's,rugby
Summer,1900,Silver,GBR,Great Britain,1900 Paris,Rugby,Men's,rugby
Summer,1900,Gold,FRA,France,1900 Paris,Sailing,Mixed,0.5t
Summer,1900,Silver,FRA,France,1900 Paris,Sailing,Mixed,0.5t
Summer,1900,Bronze,FRA,France,1900 Paris,Sailing,Mixed,0.5t
Summer,1900,Gold,FRA,France,1900 Paris,Sailing,Mixed,0.5t
Summer,1900,Silver,FRA,France,1900 Paris,Sailing,Mixed,0.5t
Summer,1900,Bronze,FRA,France,1900 Paris,Sailing,Mixed,0.5t
Summer,1900,Gold,GBR,Great Britain,1900 Paris,Sailing,Mixed,0.5-1t
Summer,1900,Silver,FRA,France,1900 Paris,Sailing,Mixed,0.5-1t
Summer,1900,Bronze,FRA,France,1900 Paris,Sailing,Mixed,0.5-1t
Summer,1900,Gold,FRA,France,1900 Paris,Sailing,Mixed,0.5-1t
Summer,1900,Silver,FRA,France,1900 Paris,Sailing,Mixed,0.5-1t
Summer,1900,Bronze,FRA,France,1900 Paris,Sailing,Mixed,0.5-1t
Summer,1900,Gold,SUI,Switzerland,1900 Paris,Sailing,Mixed,1-2t
Summer,1900,Silver,FRA,France,1900 Paris,Sailing,Mixed,1-2t
Summer,1900,Bronze,FRA,France,1900 Paris,Sailing,Mixed,1-2t
Summer,1900,Gold,GER,Germany,1900 Paris,Sailing,Mixed,1-2t
Summer,1900,Silver,SUI,Switzerland,1900 Paris,Sailing,Mixed,1-2t
Summer,1900,Bronze,FRA,France,1900 Paris,Sailing,Mixed,1-2t
Summer,1900,Gold,FRA,France,1900 Paris,Sailing,Mixed,2-3t
Summer,1900,Silver,FRA,France,1900 Paris,Sailing,Mixed,2-3t
Summer,1900,Bronze,FRA,France,1900 Paris,Sailing,Mixed,2-3t
Summer,1900,Gold,FRA,France,1900 Paris,Sailing,Mixed,2-3t
Summer,1900,Silver,FRA,France,1900 Paris,Sailing,Mixed,2-3t
Summer,1900,Bronze,FRA,France,1900 Paris,Sailing,Mixed,2-3t
Summer,1900,Gold,FRA,France,1900 Paris,Sailing,Mixed,3-10t
Summer,1900,Silver,NED,Netherlands,1900 Paris,Sailing,Mixed,3-10t
Summer,1900,Bronze,FRA,France,1900 Paris,Sailing,Mixed,3-10t
Summer,1900,Gold,GBR,Great Britain,1900 Paris,Sailing,Mixed,3-10t
Summer,1900,Silver,FRA,France,1900 Paris,Sailing,Mixed,3-10t
Summer,1900,Bronze,USA,United States,1900 Paris,Sailing,Mixed,3-10t
Summer,1900,Gold,FRA,France,1900 Paris,Sailing,Mixed,10-20t
Summer,1900,Silver,FRA,France,1900 Paris,Sailing,Mixed,10-20t
Summer,1900,Bronze,GBR,Great Britain,1900 Paris,Sailing,Mixed,10-20t
Summer,1900,Gold,GBR,Great Britain,1900 Paris,Sailing,Mixed,20t +
Summer,1900,Silver,GBR,Great Britain,1900 Paris,Sailing,Mixed,20t +
Summer,1900,Bronze,USA,United States,1900 Paris,Sailing,Mixed,20t +
Summer,1900,Gold,GBR,Great Britain,1900 Paris,Sailing,Mixed,open class
Summer,1900,Silver,GER,Germany,1900 Paris,Sailing,Mixed,open class
Summer,1900,Bronze,FRA,France,1900 Paris,Sailing,Mixed,open class
Summer,1900,Gold,SUI,Switzerland,1900 Paris,Shooting,Men's,50m pistol
Summer,1900,Silver,FRA,France,1900 Paris,Shooting,Men's,50m pistol
Summer,1900,Bronze,SUI,Switzerland,1900 Paris,Shooting,Men's,50m pistol
Summer,1900,Gold,SUI,Switzerland,1900 Paris,Shooting,Men's,"50m army pistol, team"
Summer,1900,Silver,FRA,France,1900 Paris,Shooting,Men's,"50m army pistol, team"
Summer,1900,Bronze,NED,Netherlands,1900 Paris,Shooting,Men's,"50m army pistol, team"
Summer,1900,Gold,SUI,Switzerland,1900 Paris,Shooting,Men's,"army rifle, 300m, 3 positions"
