season,year,medal,country_code,country,games,sport,event_gender,event_name
Summer,1956,Gold,SWE,Sweden,1956 Melbourne / Stockholm,Sailing,Mixed,5.5m
Summer,1956,Silver,GBR,Great Britain,1956 Melbourne / Stockholm,Sailing,Mixed,5.5m
Summer,1956,Bronze,AUS,Australia,1956 Melbourne / Stockholm,Sailing,Mixed,5.5m
Summer,1956,Gold,SWE,Sweden,1956 Melbourne / Stockholm,Sailing,Mixed,dragon
Summer,1956,Silver,DEN,Denmark,1956 Melbourne / Stockholm,Sailing,Mixed,dragon
Summer,1956,Bronze,GBR,Great Britain,1956 Melbourne / Stockholm,Sailing,Mixed,dragon
Summer,1956,Gold,NZL,New Zealand,1956 Melbourne / Stockholm,Sailing,Mixed,sharpie 12m2
Summer,1956,Silver,AUS,Australia,1956 Melbourne / Stockholm,Sailing,Mixed,sharpie 12m2
Summer,1956,Bronze,GBR,Great Britain,1956 Melbourne / Stockholm,Sailing,Mixed,sharpie 12m2
Summer,1956,Gold,DEN,Denmark,1956 Melbourne / Stockholm,Sailing,Mixed,Finn - One Person Dinghy (Heavyweight)
Summer,1956,Silver,BEL,Belgium,1956 Melbourne / Stockholm,Sailing,Mixed,Finn - One Person Dinghy (Heavyweight)
Summer,1956,Bronze,USA,United States,1956 Melbourne / Stockholm,Sailing,Mixed,Finn - One Person Dinghy (Heavyweight)
Summer,1956,Gold,USA,United States,1956 Melbourne / Stockholm,Sailing,Mixed,two-person keelboat (Star)
Summer,1956,Silver,ITA,Italy,1956 Melbourne / Stockholm,Sailing,Mixed,two-person keelboat (Star)
Summer,1956,Bronze,BAH,Bahamas,1956 Melbourne / Stockholm,Sailing,Mixed,two-person keelboat (Star)
Summer,1956,Gold,ROU,Romania,1956 Melbourne / Stockholm,Shooting,Men's,25m rapid fire pistol
Summer,1956,Silver,URS,USSR,1956 Melbourne / Stockholm,Shooting,Men's,25m rapid fire pistol
Summer,1956,Bronze,ROU,Romania,1956 Melbourne / Stockholm,Shooting,Men's,25m rapid fire pistol
Summer,1956,Gold,FIN,Finland,1956 Melbourne / Stockholm,Shooting,Men's,50m pistol
Summer,1956,Silver,URS,USSR,1956 Melbourne / Stockholm,Shooting,Men's,50m pistol
Summer,1956,Bronze,USA,United States,1956 Melbourne / Stockholm,Shooting,Men's,50m pistol
Summer,1956,Gold,CAN,Canada,1956 Melbourne / Stockholm,Shooting,Men's,50m rifle prone
Summer,1956,Silver,URS,USSR,1956 Melbourne / Stockholm,Shooting,Men's,50m rifle prone
Summer,1956,Bronze,CAN,Canada,1956 Melbourne / Stockholm,Shooting,Men's,50m rifle prone
Summer,1956,Gold,URS,USSR,1956 Melbourne / Stockholm,Shooting,Men's,50m rifle 3 positions
Summer,1956,Silver,TCH,Czechoslovakia,1956 Melbourne / Stockholm,Shooting,Men's,50m rifle 3 positions
Summer,1956,Bronze,SWE,Sweden,1956 Melbourne / Stockholm,Shooting,Men's,50m rifle 3 positions
Summer,1956,Gold,URS,USSR,1956 Melbourne / Stockholm,Shooting,Men's,"100m running deer, single/double shots"
Summer,1956,Silver,SWE,Sweden,1956 Melbourne / Stockholm,Shooting,Men's,"100m running deer, single/double shots"
Summer,1956,Bronze,URS,USSR,1956 Melbourne / Stockholm,Shooting,Men's,"100m running deer, single/double shots"
Summer,1956,Gold,URS,USSR,1956 Melbourne / Stockholm,Shooting,Men's,300m free rifle 3 positions
Summer,1956,Silver,URS,USSR,1956 Melbourne / Stockholm,Shooting,Men's,300m free rifle 3 positions
Summer,1956,Bronze,FIN,Finland,1956 Melbourne / Stockholm,Shooting,Men's,300m free rifle 3 positions
Summer,1956,Gold,ITA,Italy,1956 Melbourne / Stockholm,Shooting,Men's,Trap
Summer,1956,Silver,POL,Poland,1956 Melbourne / Stockholm,Shooting,Men's,Trap
Summer,1956,Bronze,ITA,Italy,1956 Melbourne / Stockholm,Shooting,Men's,Trap
Summer,1956,Gold,AUS,Australia,1956 Melbourne / Stockholm,Swimming,Men's,100m freestyle
Summer,1956,Silver,AUS,Australia,1956 Melbourne / Stockholm,Swimming,Men's,100m freestyle
Summer,1956,Bronze,AUS,Australia,1956 Melbourne / Stockholm,Swimming,Men's,100m freestyle
Summer,1956,Gold,AUS,Australia,1956 Melbourne / Stockholm,Swimming,Men's,400m freestyle
Summer,1956,Silver,JPN,Japan,1956 Melbourne / Stockholm,Swimming,Men's,400m freestyle
Summer,1956,Bronze,USA,United States,1956 Melbourne / Stockholm,Swimming,Men's,400m freestyle
Summer,1956,Gold,AUS,Australia,1956 Melbourne / Stockholm,Swimming,Men's,1500m freestyle
Summer,1956,Silver,JPN,Japan,1956 Melbourne / Stockholm,Swimming,Men's,1500m freestyle
Summer,1956,Bronze,USA,United States,1956 Melbourne / Stockholm,Swimming,Men's,1500m freestyle
Summer,1956,Gold,JPN,Japan,1956 Melbourne / Stockholm,Swimming,Men's,200m breaststroke
Summer,1956,Silver,JPN,Japan,1956 Melbourne / Stockholm,Swimming,Men's,200m breaststroke
Summer,1956,Bronze,URS,USSR,1956 Melbourne / Stockholm,Swimming,Men's,200m breaststroke
Summer,1956,Gold,USA,United States,1956 Melbourne / Stockholm,Swimming,Men's,200m butterfly
Summer,1956,Silver,JPN,Japan,1956 Melbourne / Stockholm,Swimming,Men's,200m butterfly
Summer,1956,Bronze,HUN,Hungary,1956 Melbourne / Stockholm,Swimming,Men's,200m butterfly
Summer,1956,Gold,AUS,Australia,1956 Melbourne / Stockholm,Swimming,Men's,100m backstroke
Summer,1956,Silver,AUS,Australia,1956 Melbourne / Stockholm,Swimming,Men's,100m backstroke
Summer,1956,Bronze,USA,United States,1956 Melbourne / Stockholm,Swimming,Men's,100m backstroke
Summer,1956,Gold,AUS,Australia,1956 Melbourne / Stockholm,Swimming,Men's,4x200m freestyle relay
Summer,1956,Silver,USA,United States,1956 Melbourne / Stockholm,Swimming,Men's,4x200m freestyle relay
Summer,1956,Bronze,URS,USSR,1956 Melbourne / Stockholm,Swimming,Men's,4x200m freestyle relay
Summer,1956,Gold,AUS,Australia,1956 Melbourne / Stockholm,Swimming,Women's,100m freestyle
Summer,1956,Silver,AUS,Australia,1956 Melbourne / Stockholm,Swimming,Women's,100m freestyle
Summer,1956,Bronze,AUS,Australia,1956 Melbourne / Stockholm,Swimming,Women's,100m freestyle
Summer,1956,Gold,AUS,Australia,1956 Melbourne / Stockholm,Swimming,Women's,400m freestyle
Summer,1956,Silver,AUS,Australia,1956 Melbourne / Stockholm,Swimming,Women's,400m freestyle
Summer,1956,Bronze,USA,United States,1956 Melbourne / Stockholm,Swimming,Women's,400m freestyle
Summer,1956,Gold,EUA,Unified Team of Germany,1956 Melbourne / Stockholm,Swimming,Women's,200m breaststroke
Summer,1956,Silver,HUN,Hungary,1956 Melbourne / Stockholm,Swimming,Women's,200m breaststroke
Summer,1956,Bronze,EUA,Unified Team of Germany,1956 Melbourne / Stockholm,Swimming,Women's,200m breaststroke
Summer,1956,Gold,USA,United States,1956 Melbourne / Stockholm,Swimming,Women's,100m butterfly
Summer,1956,Silver,USA,United States,1956 Melbourne / Stockholm,Swimming,Women's,100m butterfly
Summer,1956,Bronze,USA,United States,1956 Melbourne / Stockholm,Swimming,Women's,100m butterfly
Summer,1956,Gold,GBR,Great Britain,1956 Melbourne / Stockholm,Swimming,Women's,100m backstroke
Summer,1956,Silver,USA,United States,1956 Melbourne / Stockholm,Swimming,Women's,100m backstroke
Summer,1956,Bronze,GBR,Great Britain,1956 Melbourne / Stockholm,Swimming,Women's,100m backstroke
Summer,1956,Gold,AUS,Australia,1956 Melbourne / Stockholm,Swimming,Women's,4x100m freestyle relay
Summer,1956,Silver,USA,United States,1956 Melbourne / Stockholm,Swimming,Women's,4x100m freestyle relay
Summer,1956,Bronze,RSA,South Africa,1956 Melbourne / Stockholm,Swimming,Women's,4x100m freestyle relay
Summer,1956,Gold,HUN,Hungary,1956 Melbourne / Stockholm,Water Polo,Men's,water polo
Summer,1956,Silver,YUG,Yugoslavia,1956 Melbourne / Stockholm,Water Polo,Men's,water polo
Summer,1956,Bronze,URS,USSR,1956 Melbourne / Stockholm,Water Polo,Men's,water polo
Summer,1956,Gold,USA,United States,1956 Melbourne / Stockholm,Weightlifting,Men's,- 56kg (bantamweight)
Summer,1956,Silver,URS,USSR,1956 Melbourne / Stockholm,Weightlifting,Men's,- 56kg (bantamweight)
Summer,1956,Bronze,IRI,Iran,1956 Melbourne / Stockholm,Weightlifting,Men's,- 56kg (bantamweight)
Summer,1956,Gold,USA,United States,1956 Melbourne / Stockholm,Weightlifting,Men's,56 - 60kg (featherweight)
Summer,1956,Silver,URS,USSR,1956 Melbourne / Stockholm,Weightlifting,Men's,56 - 60kg (featherweight)
Summer,1956,Bronze,POL,Poland,1956 Melbourne / Stockholm,Weightlifting,Men's,56 - 60kg (featherweight)
Summer,1956,Gold,URS,USSR,1956 Melbourne / Stockholm,Weightlifting,Men's,60 - 67.5kg (lightweight)
Summer,1956,Silver,URS,USSR,1956 Melbourne / Stockholm,Weightlifting,Men's,60 - 67.5kg (lightweight)
Summer,1956,Bronze,KOR,Korea Republic,1956 Melbourne / Stockholm,Weightlifting,Men's,60 - 67.5kg (lightweight)
Summer,1956,Gold,URS,USSR,1956 Melbourne / Stockholm,Weightlifting,Men's,67.5 - 75kg (middleweight)
Summer,1956,Silver,USA,United States,1956 Melbourne / Stockholm,Weightlifting,Men's,67.5 - 75kg (middleweight)
Summer,1956,Bronze,ITA,Italy,1956 Melbourne / Stockholm,Weightlifting,Men's,67.5 - 75kg (middleweight)
Summer,1956,Gold,USA,United States,1956 Melbourne / Stockholm,Weightlifting,Men's,75 - 82.5kg (light-heavyweight)
Summer,1956,Silver,URS,USSR,1956 Melbourne / Stockholm,Weightlifting,Men's,75 - 82.5kg (light-heavyweight)
Summer,1956,Bronze,USA,United States,1956 Melbourne / Stockholm,Weightlifting,Men's,75 - 82.5kg (light-heavyweight)
Summer,1956,Gold,URS,USSR,1956 Melbourne / Stockholm,Weightlifting,Men's,82.5 - 90kg (middle-heavyweight)
Summer,1956,Silver,USA,United States,1956 Melbourne / Stockholm,Weightlifting,Men's,82.5 - 90kg (middle-heavyweight)
Summer,1956,Bronze,FRA,France,1956 Melbourne / Stockholm,Weightlifting,Men's,82.5 - 90kg (middle-heavyweight)
Summer,1956,Gold,USA,United States,1956 Melbourne / Stockholm,Weightlifting,Men's,+ 90kg (heavyweight)
Summer,1956,Silver,ARG,Argentina,1956 Melbourne / Stockholm,Weightlifting,Men's,+ 90kg (heavyweight)
Summer,1956,Bronze,ITA,Italy,1956 Melbourne / Stockholm,Weightlifting,Men's,+ 90kg (heavyweight)
Summer,1956,Gold,URS,USSR,1956 Melbourne / Stockholm,Wrestling Freestyle,Men's,- 52kg (flyweight)
Summer,1956,Silver,IRI,Iran,1956 Melbourne / Stockholm,Wrestling Freestyle,Men's,- 52kg (flyweight)
Summer,1956,Bronze,TUR,Turkey,1956 Melbourne / Stockholm,Wrestling Freestyle,Men's,- 52kg (flyweight)
Summer,1956,Gold,TUR,Turkey,1956 Melbourne / Stockholm,Wrestling Freestyle,Men's,52 - 57kg (bantamweight)
Summer,1956,Silver,IRI,Iran,1956 Melbourne / Stockholm,Wrestling Freestyle,Men's,52 - 57kg (bantamweight)
Summer,1956,Bronze,URS,USSR,1956 Melbourne / Stockholm,Wrestling Freestyle,Men's,52 - 57kg (bantamweight)
Summer,1956,Gold,JPN,Japan,1956 Melbourne / Stockholm,Wrestling Freestyle,Men's,57 - 63kg (featherweight)
Summer,1956,Silver,BEL,Belgium,1956 Melbourne / Stockholm,Wrestling Freestyle,Men's,57 - 63kg (featherweight)
Summer,1956,Bronze,FIN,Finland,1956 Melbourne / Stockholm,Wrestling Freestyle,Men's,57 - 63kg (featherweight)
Summer,1956,Gold,IRI,Iran,1956 Melbourne / Stockholm,Wrestling Freestyle,Men's,63 - 67kg (lightweight)
Summer,1956,Silver,JPN,Japan,1956 Melbourne / Stockholm,Wrestling Freestyle,Men's,63 - 67kg (lightweight)
Summer,1956,Bronze,URS,USSR,1956 Melbourne / Stockholm,Wrestling Freestyle,Men's,63 - 67kg (lightweight)
Summer,1956,Gold,JPN,Japan,1956 Melbourne / Stockholm,Wrestling Freestyle,Men's,67 - 73kg (welterweight)
Summer,1956,Silver,TUR,Turkey,1956 Melbourne / Stockholm,Wrestling Freestyle,Men's,67 - 73kg (welterweight)
Summer,1956,Bronze,URS,USSR,1956 Melbourne / Stockholm,Wrestling Freestyle,Men's,67 - 73kg (welterweight)
Summer,1956,Gold,BUL,Bulgaria,1956 Melbourne / Stockholm,Wrestling Freestyle,Men's,73 - 79kg (middleweight)
Summer,1956,Silver,USA,United States,1956 Melbourne / Stockholm,Wrestling Freestyle,Men's,73 - 79kg (middleweight)
Summer,1956,Bronze,URS,USSR,1956 Melbourne / Stockholm,Wrestling Freestyle,Men's,73 - 79kg (middleweight)
Summer,1956,Gold,IRI,Iran,1956 Melbourne / Stockholm,Wrestling Freestyle,Men's,79 - 87kg (light-heavyweight)
Summer,1956,Silver,URS,USSR,1956 Melbourne / Stockholm,Wrestling Freestyle,Men's,79 - 87kg (light-heavyweight)
Summer,1956,Bronze,USA,United States,1956 Melbourne / Stockholm,Wrestling Freestyle,Men's,79 - 87kg (light-heavyweight)
Summer,1956,Gold,TUR,Turkey,1956 Melbourne / Stockholm,Wrestling Freestyle,Men's,+ 87kg (heavyweight)
Summer,1956,Silver,BUL,Bulgaria,1956 Melbourne / Stockholm,Wrestling Freestyle,Men's,+ 87kg (heavyweight)
Summer,1956,Bronze,FIN,Finland,1956 Melbourne / Stockholm,Wrestling Freestyle,Men's,+ 87kg (heavyweight)
Summer,1956,Gold,URS,USSR,1956 Melbourne / Stockholm,Wrestling Greco-Roman,Men's,- 52kg (flyweight)
Summer,1956,Silver,ITA,Italy,1956 Melbourne / Stockholm,Wrestling Greco-Roman,Men's,- 52kg (flyweight)
Summer,1956,Bronze,TUR,Turkey,1956 Melbourne / Stockholm,Wrestling Greco-Roman,Men's,- 52kg (flyweight)
Summer,1956,Gold,URS,USSR,1956 Melbourne / Stockholm,Wrestling Greco-Roman,Men's,52 - 57kg (bantamweight)
Summer,1956,Silver,SWE,Sweden,1956 Melbourne / Stockholm,Wrestling Greco-Roman,Men's,52 - 57kg (bantamweight)
Summer,1956,Bronze,ROU,Romania,1956 Melbourne / Stockholm,Wrestling Greco-Roman,Men's,52 - 57kg (bantamweight)
Summer,1956,Gold,FIN,Finland,1956 Melbourne / Stockholm,Wrestling Greco-Roman,Men's,57 - 61kg (featherweight)
Summer,1956,Silver,HUN,Hungary,1956 Melbourne / Stockholm,Wrestling Greco-Roman,Men's,57 - 61kg (featherweight)
Summer,1956,Bronze,URS,USSR,1956 Melbourne / Stockholm,Wrestling Greco-Roman,Men's,57 - 61kg (featherweight)
Summer,1956,Gold,FIN,Finland,1956 Melbourne / Stockholm,Wrestling Greco-Roman,Men's,61 - 67kg (lightweight)
Summer,1956,Silver,TUR,Turkey,1956 Melbourne / Stockholm,Wrestling Greco-Roman,Men's,61 - 67kg (lightweight)
Summer,1956,Bronze,HUN,Hungary,1956 Melbourne / Stockholm,Wrestling Greco-Roman,Men's,61 - 67kg (lightweight)
Summer,1956,Gold,TUR,Turkey,1956 Melbourne / Stockholm,Wrestling Greco-Roman,Men's,67 - 73kg (welterweight)
Summer,1956,Silver,URS,USSR,1956 Melbourne / Stockholm,Wrestling Greco-Roman,Men's,67 - 73kg (welterweight)
Summer,1956,Bronze,SWE,Sweden,1956 Melbourne / Stockholm,Wrestling Greco-Roman,Men's,67 - 73kg (welterweight)
Summer,1956,Gold,URS,USSR,1956 Melbourne / Stockholm,Wrestling Greco-Roman,Men's,73 - 79kg (middleweight)
Summer,1956,Silver,BUL,Bulgaria,1956 Melbourne / Stockholm,Wrestling Greco-Roman,Men's,73 - 79kg (middleweight)
Summer,1956,Bronze,SWE,Sweden,1956 Melbourne / Stockholm,Wrestling Greco-Roman,Men's,73 - 79kg (middleweight)
Summer,1956,Gold,URS,USSR,1956 Melbourne / Stockholm,Wrestling Greco-Roman,Men's,79 - 87kg (light-heavyweight)
Summer,1956,Silver,BUL,Bulgaria,1956 Melbourne / Stockholm,Wrestling Greco-Roman,Men's,79 - 87kg (light-heavyweight)
Summer,1956,Bronze,SWE,Sweden,1956 Melbourne / Stockholm,Wrestling Greco-Roman,Men's,79 - 87kg (light-heavyweight)
Summer,1956,Gold,URS,USSR,1956 Melbourne / Stockholm,Wrestling Greco-Roman,Men's,+ 87kg (super heavyweight)
Summer,1956,Silver,EUA,Unified Team of Germany,1956 Melbourne / Stockholm,Wrestling Greco-Roman,Men's,+ 87kg (super heavyweight)
Summer,1956,Bronze,ITA,Italy,1956 Melbourne / Stockholm,Wrestling Greco-Roman,Men's,+ 87kg (super heavyweight)
Summer,1960,Gold,EUA,Unified Team of Germany,1960 Rome,Athletics,Men's,100m
Summer,1960,Silver,USA,United States,1960 Rome,Athletics,Men's,100m
Summer,1960,Bronze,GBR,Great Britain,1960 Rome,Athletics,Men's,100m
Summer,1960,Gold,ITA,Italy,1960 Rome,Athletics,Men's,200m
Summer,1960,Silver,USA,United States,1960 Rome,Athletics,Men's,200m
Summer,1960,Bronze,FRA,France,1960 Rome,Athletics,Men's,200m
Summer,1960,Gold,USA,United States,1960 Rome,Athletics,Men's,400m
Summer,1960,Silver,EUA,Unified Team of Germany,1960 Rome,Athletics,Men's,400m
Summer,1960,Bronze,RSA,South Africa,1960 Rome,Athletics,Men's,400m
Summer,1960,Gold,NZL,New Zealand,1960 Rome,Athletics,Men's,800m
Summer,1960,Silver,BEL,Belgium,1960 Rome,Athletics,Men's,800m
Summer,1960,Bronze,BWI,British West Indies,1960 Rome,Athletics,Men's,800m
Summer,1960,Gold,AUS,Australia,1960 Rome,Athletics,Men's,1500m
Summer,1960,Silver,FRA,France,1960 Rome,Athletics,Men's,1500m
Summer,1960,Bronze,HUN,Hungary,1960 Rome,Athletics,Men's,1500m
Summer,1960,Gold,NZL,New Zealand,1960 Rome,Athletics,Men's,5000m
Summer,1960,Silver,EUA,Unified Team of Germany,1960 Rome,Athletics,Men's,5000m
Summer,1960,Bronze,POL,Poland,1960 Rome,Athletics,Men's,5000m
Summer,1960,Gold,URS,USSR,1960 Rome,Athletics,Men's,10000m
Summer,1960,Silver,EUA,Unified Team of Germany,1960 Rome,Athletics,Men's,10000m
Summer,1960,Bronze,AUS,Australia,1960 Rome,Athletics,Men's,10000m
Summer,1960,Gold,ETH,Ethiopia,1960 Rome,Athletics,Men's,marathon
Summer,1960,Silver,MAR,Morocco,1960 Rome,Athletics,Men's,marathon
Summer,1960,Bronze,NZL,New Zealand,1960 Rome,Athletics,Men's,marathon
Summer,1960,Gold,USA,United States,1960 Rome,Athletics,Men's,110m hurdles
Summer,1960,Silver,USA,United States,1960 Rome,Athletics,Men's,110m hurdles
Summer,1960,Bronze,USA,United States,1960 Rome,Athletics,Men's,110m hurdles
Summer,1960,Gold,USA,United States,1960 Rome,Athletics,Men's,400m hurdles
Summer,1960,Silver,USA,United States,1960 Rome,Athletics,Men's,400m hurdles
Summer,1960,Bronze,USA,United States,1960 Rome,Athletics,Men's,400m hurdles
Summer,1960,Gold,POL,Poland,1960 Rome,Athletics,Men's,3000m steeplechase
Summer,1960,Silver,URS,USSR,1960 Rome,Athletics,Men's,3000m steeplechase
Summer,1960,Bronze,URS,USSR,1960 Rome,Athletics,Men's,3000m steeplechase
Summer,1960,Gold,EUA,Unified Team of Germany,1960 Rome,Athletics,Men's,4x100m relay
Summer,1960,Silver,URS,USSR,1960 Rome,Athletics,Men's,4x100m relay
Summer,1960,Bronze,GBR,Great Britain,1960 Rome,Athletics,Men's,4x100m relay
Summer,1960,Gold,USA,United States,1960 Rome,Athletics,Men's,4x400m relay
Summer,1960,Silver,EUA,Unified Team of Germany,1960 Rome,Athletics,Men's,4x400m relay
Summer,1960,Bronze,BWI,British West Indies,1960 Rome,Athletics,Men's,4x400m relay
Summer,1960,Gold,URS,USSR,1960 Rome,Athletics,Men's,20km walk
Summer,1960,Silver,AUS,Australia,1960 Rome,Athletics,Men's,20km walk
Summer,1960,Bronze,GBR,Great Britain,1960 Rome,Athletics,Men's,20km walk
Summer,1960,Gold,GBR,Great Britain,1960 Rome,Athletics,Men's,50km walk
Summer,1960,Silver,SWE,Sweden,1960 Rome,Athletics,Men's,50km walk
Summer,1960,Bronze,ITA,Italy,1960 Rome,Athletics,Men's,50km walk
Summer,1960,Gold,USA,United States,1960 Rome,Athletics,Men's,long jump
Summer,1960,Silver,USA,United States,1960 Rome,Athletics,Men's,long jump
Summer,1960,Bronze,URS,USSR,1960 Rome,Athletics,Men's,long jump
Summer,1960,Gold,POL,Poland,1960 Rome,Athletics,Men's,triple jump
Summer,1960,Silver,URS,USSR,1960 Rome,Athletics,Men's,triple jump
Summer,1960,Bronze,URS,USSR,1960 Rome,Athletics,Men's,triple jump
Summer,1960,Gold,URS,USSR,1960 Rome,Athletics,Men's,high jump
Summer,1960,Silver,URS,USSR,1960 Rome,Athletics,Men's,high jump
Summer,1960,Bronze,USA,United States,1960 Rome,Athletics,Men's,high jump
Summer,1960,Gold,USA,United States,1960 Rome,Athletics,Men's,pole vault
Summer,1960,Silver,USA,United States,1960 Rome,Athletics,Men's,pole vault
Summer,1960,Bronze,FIN,Finland,1960 Rome,Athletics,Men's,pole vault
Summer,1960,Gold,USA,United States,1960 Rome,Athletics,Men's,shot put
Summer,1960,Silver,USA,United States,1960 Rome,Athletics,Men's,shot put
Summer,1960,Bronze,USA,United States,1960 Rome,Athletics,Men's,shot put
Summer,1960,Gold,USA,United States,1960 Rome,Athletics,Men's,discus throw
Summer,1960,Silver,USA,United States,1960 Rome,Athletics,Men's,discus throw
Summer,1960,Bronze,USA,United States,1960 Rome,Athletics,Men's,discus throw
Summer,1960,Gold,URS,USSR,1960 Rome,Athletics,Men's,hammer throw
Summer,1960,Silver,HUN,Hungary,1960 Rome,Athletics,Men's,hammer throw
Summer,1960,Bronze,POL,Poland,1960 Rome,Athletics,Men's,hammer throw
Summer,1960,Gold,URS,USSR,1960 Rome,Athletics,Men's,javelin throw
Summer,1960,Silver,EUA,Unified Team of Germany,1960 Rome,Athletics,Men's,javelin throw
Summer,1960,Bronze,HUN,Hungary,1960 Rome,Athletics,Men's,javelin throw
Summer,1960,Gold,USA,United States,1960 Rome,Athletics,Men's,decathlon
Summer,1960,Silver,TPE,Republic of China (Taiwan),1960 Rome,Athletics,Men's,decathlon
Summer,1960,Bronze,URS,USSR,1960 Rome,Athletics,Men's,decathlon
Summer,1960,Gold,USA,United States,1960 Rome,Athletics,Women's,100m
Summer,1960,Silver,GBR,Great Britain,1960 Rome,Athletics,Women's,100m
Summer,1960,Bronze,ITA,Italy,1960 Rome,Athletics,Women's,100m
Summer,1960,Gold,USA,United States,1960 Rome,Athletics,Women's,200m
Summer,1960,Silver,EUA,Unified Team of Germany,1960 Rome,Athletics,Women's,200m
Summer,1960,Bronze,GBR,Great Britain,1960 Rome,Athletics,Women's,200m
Summer,1960,Gold,URS,USSR,1960 Rome,Athletics,Women's,800m
Summer,1960,Silver,AUS,Australia,1960 Rome,Athletics,Women's,800m
Summer,1960,Bronze,EUA,Unified Team of Germany,1960 Rome,Athletics,Women's,800m
Summer,1960,Gold,URS,USSR,1960 Rome,Athletics,Women's,80m hurdles
Summer,1960,Silver,GBR,Great Britain,1960 Rome,Athletics,Women's,80m hurdles
Summer,1960,Bronze,EUA,Unified Team of Germany,1960 Rome,Athletics,Women's,80m hurdles
Summer,1960,Gold,USA,United States,1960 Rome,Athletics,Women's,4x100m relay
Summer,1960,Silver,EUA,Unified Team of Germany,1960 Rome,Athletics,Women's,4x100m relay
Summer,1960,Bronze,POL,Poland,1960 Rome,Athletics,Women's,4x100m relay
Summer,1960,Gold,URS,USSR,1960 Rome,Athletics,Women's,long jump
Summer,1960,Silver,POL,Poland,1960 Rome,Athletics,Women's,long jump
Summer,1960,Bronze,EUA,Unified Team of Germany,1960 Rome,Athletics,Women's,long jump
Summer,1960,Gold,ROU,Romania,1960 Rome,Athletics,Women's,high jump
Summer,1960,Silver,GBR,Great Britain,1960 Rome,Athletics,Women's,high jump
Summer,1960,Silver,POL,Poland,1960 Rome,Athletics,Women's,high jump
Summer,1960,Gold,URS,USSR,1960 Rome,Athletics,Women's,shot put
Summer,1960,Silver,EUA,Unified Team of Germany,1960 Rome,Athletics,Women's,shot put
Summer,1960,Bronze,USA,United States,1960 Rome,Athletics,Women's,shot put
Summer,1960,Gold,URS,USSR,1960 Rome,Athletics,Women's,discus throw
Summer,1960,Silver,URS,USSR,1960 Rome,Athletics,Women's,discus throw
Summer,1960,Bronze,ROU,Romania,1960 Rome,Athletics,Women's,discus throw
Summer,1960,Gold,URS,USSR,1960 Rome,Athletics,Women's,javelin throw
Summer,1960,Silver,TCH,Czechoslovakia,1960 Rome,Athletics,Women's,javelin throw
Summer,1960,Bronze,URS,USSR,1960 Rome,Athletics,Women's,javelin throw
Summer,1960,Gold,USA,United States,1960 Rome,Basketball,Men's,basketball
Summer,1960,Silver,URS,USSR,1960 Rome,Basketball,Men's,basketball
Summer,1960,Bronze,BRA,Brazil,1960 Rome,Basketball,Men's,basketball
Summer,1960,Gold,HUN,Hungary,1960 Rome,Boxing,Men's,- 51kg (flyweight)
Summer,1960,Silver,URS,USSR,1960 Rome,Boxing,Men's,- 51kg (flyweight)
Summer,1960,Bronze,EGY,"United Arab Republic (Egypt, Syria)",1960 Rome,Boxing,Men's,- 51kg (flyweight)
Summer,1960,Bronze,JPN,Japan,1960 Rome,Boxing,Men's,- 51kg (flyweight)
Summer,1960,Gold,URS,USSR,1960 Rome,Boxing,Men's,51 - 54kg (bantamweight)
Summer,1960,Silver,ITA,Italy,1960 Rome,Boxing,Men's,51 - 54kg (bantamweight)
Summer,1960,Bronze,AUS,Australia,1960 Rome,Boxing,Men's,51 - 54kg (bantamweight)
Summer,1960,Bronze,POL,Poland,1960 Rome,Boxing,Men's,51 - 54kg (bantamweight)
Summer,1960,Gold,ITA,Italy,1960 Rome,Boxing,Men's,54 - 57kg (featherweight)
Summer,1960,Silver,POL,Poland,1960 Rome,Boxing,Men's,54 - 57kg (featherweight)
Summer,1960,Bronze,FIN,Finland,1960 Rome,Boxing,Men's,54 - 57kg (featherweight)
Summer,1960,Bronze,RSA,South Africa,1960 Rome,Boxing,Men's,54 - 57kg (featherweight)
Summer,1960,Gold,POL,Poland,1960 Rome,Boxing,Men's,57 - 60kg (lightweight)
Summer,1960,Silver,ITA,Italy,1960 Rome,Boxing,Men's,57 - 60kg (lightweight)
Summer,1960,Bronze,ARG,Argentina,1960 Rome,Boxing,Men's,57 - 60kg (lightweight)
Summer,1960,Bronze,GBR,Great Britain,1960 Rome,Boxing,Men's,57 - 60kg (lightweight)
Summer,1960,Gold,TCH,Czechoslovakia,1960 Rome,Boxing,Men's,60 - 63.5kg (light-welterweight)
Summer,1960,Silver,GHA,Ghana,1960 Rome,Boxing,Men's,60 - 63.5kg (light-welterweight)
Summer,1960,Bronze,POL,Poland,1960 Rome,Boxing,Men's,60 - 63.5kg (light-welterweight)
Summer,1960,Bronze,USA,United States,1960 Rome,Boxing,Men's,60 - 63.5kg (light-welterweight)
Summer,1960,Gold,ITA,Italy,1960 Rome,Boxing,Men's,63.5 - 67kg (welterweight)
Summer,1960,Silver,URS,USSR,1960 Rome,Boxing,Men's,63.5 - 67kg (welterweight)
Summer,1960,Bronze,GBR,Great Britain,1960 Rome,Boxing,Men's,63.5 - 67kg (welterweight)
Summer,1960,Bronze,POL,Poland,1960 Rome,Boxing,Men's,63.5 - 67kg (welterweight)
